id,city,was_crawled,was_analyzed,channel_title_1,channel_description_1,URL_1,channel_title_2,channel_description_2,URL_2,channel_title_3,channel_description_3,URL_3,channel_title_4,channel_description_4,URL_4,channel_title_5,channel_description_5,URL_5,channel_title_6,channel_description_6,URL_6,channel_title_7,channel_description_7,URL_7,channel_title_8,channel_description_8,URL_8
AT00007535,jupiter,yes,yes,Town of Jupiter,"The official YouTube channel for the Town of Jupiter (Municipal Government) Incorporated February 9, 1925, the Town of Jupiter ...",https://www.youtube.com/channel/UCq0nFboeoaOeRMoMLW6I_ew,Discover Jupiter Florida,"Welcome to Jupiter, Florida—a captivating coastal town that offers a perfect blend of natural beauty, outdoor adventures, and ...",https://www.youtube.com/channel/UCM7Go5V64WDtaP0MYYiNWKg,,,,,,,,,,,,,,,,,,
AT00007543,kenneth,yes,yes,Town of Kenneth City,"Kenneth City is a town in southern Pinellas County, Florida, between the cities of St. Petersburg and Pinellas Park, with a ...",https://www.youtube.com/channel/UCYRywTfSbAWyZvzRLviQhVA,Kenneth City Police,"The Kenneth City Police Department is a law enforcement agency serving the town of Kenneth City, Florida. It is our Mission to ...",https://www.youtube.com/channel/UC0j-ydOLyLOUClDvzsWMt0Q,"Wat Lao Buddha Phavanaram, Kenneth City Fl",,https://www.youtube.com/channel/UCxlc5AdFg702-3Elq_ebReg,FloridaRepTheatre,Florida Repertory Theatre is a fully professional regional theatre company in the heart of the Fort Myers River District. Florida Rep ...,https://www.youtube.com/channel/UCCYKyXDNMmK2fjwgPNfjrsg,,,,,,,,,,,,
AT00007546,key biscayne village,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007547,key colony beach,yes,yes,"Key Colony Beach, Florida Keys",Relax!! You're Home Now!! Thanks for visiting Key Colony Beach. Videos include promos and recaps of events organized by the ...,https://www.youtube.com/channel/UCM35DSyrNEBHAX-hGohYevA,,,,,,,,,,,,,,,,,,,,,
AT00007549,keystone,yes,yes,City of Keystone Heights,,https://www.youtube.com/channel/UC6xiXNQi83y46ActCqxwnVA,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,Tarpon Springs City Hall,"The official government You Tube channel for the City of Tarpon Springs, Florida.",https://www.youtube.com/channel/UCT6_SxI7RxFrdJLoHi-02ag,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",https://www.youtube.com/channel/UCU5ocMcwbaVkK5RgaKIZK_w,,,,,,,,,,,,
AT00007552,key west,yes,yes,Living in Key West Florida,"This channel is about living in Key West Florida, moving to Key West Florida, and relocating to Key West Florida. I also cover living ...",https://www.youtube.com/channel/UCqz0abLTPlMKw-NpK0fRlUg,Historic Key West Inns : Key West Hotels,"This channel is devoted to http://www.historickeywestinns.com/ We are a collection of six beautiful, boutique hotels in the heart of ...",https://www.youtube.com/channel/UCoypN8CpLofEYF2aklBLcOw,,,,,,,,,,,,,,,,,,
AT00007554,kissimmee,yes,yes,City of Kissimmee,"Welcome to the offical YouTube account for the City of Kissimmee, Florida. The City of Kissimmee, a municipality governed by five ...",https://www.youtube.com/channel/UC7F24dkT2khMusOdor0vy0g,Kissimmee City Mission Church,"This is the official YouTube page of Kissimmee City Mission Church located in Kissimmee, Florida. Kissimmee City Mission ...",https://www.youtube.com/channel/UCkbxYqurvdn5f1MeydDONkA,,,,,,,,,,,,,,,,,,
AT00007555,labelle,yes,yes,LaBelle Downtown Revitalization Corporation,"Old Florida is not gone, it is rooted in the heart of Southwest Florida in beautiful LaBelle. Explore our Downtown LaBelle nestled ...",https://www.youtube.com/channel/UC7LnJbQ5-hRxKLdpXiNFvuA,,,,,,,,,,,,,,,,,,,,,
AT00007558,lady lake,yes,yes,Town of Lady Lake,Lady Lake is a Florida town located within the fastest growing metropolitan area in the country.,https://www.youtube.com/channel/UCKV4I12UQ56fjccOmg9C_nw,LakeFront TV,Lake Front TV is the 24/7 television channel based in Lake County. . We provide quality community programming profiling the best ...,https://www.youtube.com/channel/UCxoj144x33hmdvwm2Upiyhg,,,,,,,,,,,,,,,,,,
AT00007560,lake alfred,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007562,lake buena vista,yes,yes,Lake Buena Vista Resort Village & Spa,"Welcome to Lake Buena Vista Resort Village & Spa Whether you're planning a family vacation or a group retreat, Lake Buena ...",https://www.youtube.com/channel/UCPdrHqCyLoe6wDo8bXxOXbw,LIVING IN THE VILLAGES FLORIDA,"Are you wondering what it is like to live The Villages, Florida? Well, this is the channel you need! We absolutely love this town, ...",https://www.youtube.com/channel/UCnDFH8sOGz653cess4ub-aQ,,,,,,,,,,,,,,,,,,
AT00007564,lake butler,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007565,lake city,yes,yes,"City of Crescent City, Florida","Crescent City, FL is located between Two bodies of water, Crescent Lake lies to the east of the town and Lake Stella lies to the ...",https://www.youtube.com/channel/UCak1_v7UFM8nqIviX53nzaA,GoUSA TV,"Introducing GoUSA TV. The premier travel entertainment channel, available at your fingertips with no subscription, no fees and no ...",https://www.youtube.com/channel/UCC04XeCZR9x2JC-3m9GAA9Q,City of Lake City,,https://www.youtube.com/channel/UC28Eyfa2Uogc-8VTWqafG3w,Police Videos Lake City Florida,Videos featuring the lessons learned and good work of the Lake City Florida Police and the Columbia County Florida Sherriff.,https://www.youtube.com/channel/UCHbcWwqPWW1ZMbBRIg4f87Q,,,,,,,,,,,,
AT00007566,lake clarke shores,yes,yes,Town of LCS,"Welcome to the Official YouTube channel for the Town of Lake Clarke Shores, Florida. Visit TownofLCS on the web, Facebook, ...",https://www.youtube.com/channel/UCXyjM0vOPeUiJ5US3YDFvZg,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,City of Boynton Beach,,https://www.youtube.com/channel/UCHxHJQCYf067_qYAmq9lKcw,,,,,,,,,,,,
AT00007567,lake hamilton,yes,yes,Polk County Fire Rescue Headquarters,Polk County Fire Rescue (PCFR) is a division of the Polk County Board of County Commissioners. PCFR provides fire ...,https://www.youtube.com/channel/UCgIiradKIQvysh6DZI7e2WQ,"North Florida Professional Services, Inc.",,https://www.youtube.com/channel/UCUqFmlvs-OZvEbPi2_6LyYQ,,,,,,,,,,,,,,,,,,
AT00007570,lake helen,yes,yes,City of Lake Helen,,https://www.youtube.com/channel/UCRXw7W1WYEe-5WfScvqLmiQ,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",https://www.youtube.com/channel/UCrOGg6n2Qjw6yujcrwc0Z3g,,,,,,,,,,,,,,,,,,
AT00007572,lakeland,yes,yes,Cypress Lakes Village 55+ Community,"Cypress Lakes Village is a 55+ Cove Community located in the vibrant Central Florida city of Lakeland, which is positioned ...",https://www.youtube.com/channel/UCCnKA8sO4bbVEE2A64wBFmg,LakelandGov,"Welcome to the official YouTube Channel for the City of Lakeland, Florida. Visit lakelandgov.net to learn more about our beautiful ...",https://www.youtube.com/channel/UCuvsbExYRR3tGP41F-_1LaA,,,,,,,,,,,,,,,,,,
AT00007578,lake mary,yes,yes,City Church FL,"The official youtube channel of City Church FL in Sanford, FL CityChurchFL.org.",https://www.youtube.com/channel/UC1f7mxbe18s0B3A1fVgbu4w,River Oaks Church YouTube,Our Vision River Oaks Church is a community of ordinary people being transformed by the extraordinary love of Jesus Christ ...,https://www.youtube.com/channel/UC1RqxgQgT4lCJjwWDqSvVfQ,,,,,,,,,,,,,,,,,,
AT00007582,lake park,yes,yes,Town of Lake Park,"The Town of Lake Park is a waterfront town in South Florida that celebrates our residential community, businesses and local ...",https://www.youtube.com/channel/UCDhPAYahe8T8nu-Mt7wTYpg,Town of Lady Lake,Lady Lake is a Florida town located within the fastest growing metropolitan area in the country.,https://www.youtube.com/channel/UCKV4I12UQ56fjccOmg9C_nw,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,Cypress Lakes Village 55+ Community,"Cypress Lakes Village is a 55+ Cove Community located in the vibrant Central Florida city of Lakeland, which is positioned ...",https://www.youtube.com/channel/UCCnKA8sO4bbVEE2A64wBFmg,,,,,,,,,,,,
AT00007583,lake placid,yes,yes,Morris News Network,Morrisnewsnetwork@gmail.com Random Local History and News of Lake Placid Florida.,https://www.youtube.com/channel/UC64Yqia3yiZnvRm7sP4kaFA,,,,,,,,,,,,,,,,,,,,,
AT00007586,lake wales,yes,yes,City of Lake Wales,,https://www.youtube.com/channel/UCvP0e6CfTa0MErl4zOsL3ow,Lake Wales News,"What's happening in Lake Wales, Florida. News, sports, business, schools, lifestyle, entertainment, wellness and voices featured ...",https://www.youtube.com/channel/UCxbDjdISfUtltXYExrnfpSg,,,,,,,,,,,,,,,,,,
AT00007589,lake worth beach,yes,yes,City of Lake Worth Beach,,https://www.youtube.com/channel/UCncwxP4Mx5GFK_AktC8WdwQ,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,WPBF 25 News,"Welcome to WPBF 25's YouTube channel, where you'll find videos of Live, Local, Late Breaking news and weather coverage from ...",https://www.youtube.com/channel/UCeD5NwvPbEZKcu02_v8tUZQ,,,,,,,,,,,,
AT00007591,land o' lakes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007592,lantana,yes,yes,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,City of Boynton Beach,,https://www.youtube.com/channel/UCHxHJQCYf067_qYAmq9lKcw,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,,,,,,,
AT00007593,largo,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007594,lauderdale-by-the-sea,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",https://www.youtube.com/channel/UCGOxU-8iNOeoG3a337shXoA,,,,,,,,,,,,,,,,,,
AT00007595,lauderdale lakes,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,First Baptist Fort Lauderdale,First Baptist Fort Lauderdale is one of the oldest churches in the Greater Fort Lauderdale area. It has been part of the South ...,https://www.youtube.com/channel/UC-qswb5YforA3Wt7uqnKVTw,,,,,,,,,,,,,,,,,,
AT00007596,lauderhill,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,Lauderhill Performing Arts Center,"The mission of the Lauderhill Performing Arts Center is to provide diverse, quality performing arts programming to the City of ...",https://www.youtube.com/channel/UCaP01svHYj5jhOhJEmyGtJQ,,,,,,,,,,,,,,,,,,
AT00007597,laurel,yes,yes,Hipica TV,"La Transmisión Oficial en Español de Gulfstream Park, Santa Anita Park, Laurel Park, Pimlico, Pegasus World Cup y Preakness ...",https://www.youtube.com/channel/UCTgORvzgyWjxLUHhWQgALdg,,,,,,,,,,,,,,,,,,,,,
AT00007599,lawtey,yes,yes,JTAFLA,"This is the official YouTube page for the Jacksonville Transportation Authority (JTA). For more information about JTA services, visit ...",https://www.youtube.com/channel/UC_FPDNWyiuWE6ilImqeTj3w,,,,,,,,,,,,,,,,,,,,,
AT00007600,layton,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007601,lazy lake village,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",https://www.youtube.com/channel/UCGOxU-8iNOeoG3a337shXoA,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,The Wharf TV,"Welcome to The Wharf TV, the official youtube channel for The Wharf & The Wharf Radio! An outdoor event space brand anchored ...",https://www.youtube.com/channel/UCqmRG9-WhTONB5MymdPtE2g,,,,,,
AT00007603,lecanto,yes,yes,City of Inverness,"Welcome to our official YouTube Channel for the City of Inverness Florida,Government! ✨ We are committed to community ...",https://www.youtube.com/channel/UCAOqEUmhBU_ZOccXPFs2mfA,i Love Florida Living,"Helping you find the perfect spot in Greater Tampa Bay for over 20 years. I've lived in the area for 30+ years, soaking in the ...",https://www.youtube.com/channel/UCPnQ9S1ynmo3731gO9LJBLg,,,,,,,,,,,,,,,,,,
AT00007604,lee,yes,yes,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,,,,,,,,,,,,,,,,,,,,,
AT00007605,leesburg,yes,yes,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",https://www.youtube.com/channel/UC4UimES_xLEu_7VPyMrIeKA,Leesburg Public Library,"Located in historic downtown Leesburg, we offer resources, programs, and events for all ages, in-person and online.",https://www.youtube.com/channel/UCn9xU3BIMCOTsihW_szenuQ,,,,,,,,,,,,,,,,,,
AT00007606,lehigh acres,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007608,lely,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007611,lighthouse point,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,,,,,,,,,,,,,,,,,,,,,
AT00007615,live oak,yes,yes,"City of Oak Hill, WV","This channel hosts live and archived videos from the municipal government of Oak Hill, WV.",https://www.youtube.com/channel/UCR_4xrxpArRcHjrlzDkH8kQ,"North Port, Florida","Located in Southwest Florida between Tampa and Fort Myers, the City of North Port is the largest city in Sarasota County.",https://www.youtube.com/channel/UCTh3-EEpBJ7yKjG6T5lO8_A,,,,,,,,,,,,,,,,,,
AT00007619,longboat key,yes,yes,Longboat Key Real Estate,"Longboat Key, Florida is located in the counties of Sarasota and Manatee and within a short drive to the lovely town of St.",https://www.youtube.com/channel/UCdeTBE7j1tWpNMDgsxy33Gw,,,,,,,,,,,,,,,,,,,,,
AT00007620,longwood,yes,yes,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",https://www.youtube.com/channel/UCrOGg6n2Qjw6yujcrwc0Z3g,,,,,,,,,,,,,,,,,,,,,
AT00007624,loxahatchee groves,yes,yes,Town of Loxahatchee Groves,Town of Loxahatchee Groves.,https://www.youtube.com/channel/UCGBcl6zHzynKs3-OBbq-aUw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,,,,,,,,,,,,
AT00007626,lynn haven,yes,yes,City of Lynn Haven Florida,Lynn Haven City Commission meetings are normally held on the second and fourth Tuesdays of the month in the Chambers ...,https://www.youtube.com/channel/UCIQF6ORilTNOq43451WT0YA,"Hiland Park Baptist Church of Panama City, FL",,https://www.youtube.com/channel/UC_fv76e-azht11m4LwbUQ9Q,,,,,,,,,,,,,,,,,,
AT00007627,macclenny,yes,yes,News4JAX The Local Station,"News4JAX, WJXT4, The Local Station, News4JAX.com -- the most trusted source for local news in Northeast Florida and ...",https://www.youtube.com/channel/UC_YFbvKedjnVjqrZqBR4L8Q,City of Jacksonville JaxGIS,"Our vision is to create a GIS foundation for data integration that will help integrate government silos and help all understand, ...",https://www.youtube.com/channel/UCQXwBvLTGVcXhWdrGDJWssQ,,,,,,,,,,,,,,,,,,
